통계표,CSI코드,CSI분류코드,단위,변환,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10
"6.2.1. 소비자동향조사(전국, 월, 2008.9~)","소비자심리지수","전체","","원자료","103.0","103.7","101.8","104.7","106.1","98.6","100.7","102.0","103.3","105.9","106.6","103.2","100.4","98.1","100.4","102.1","99.6","99.1","101.4","102.4","102.3","102.6","95.7","93.9","93.0","94.2","96.8","101.6","109.0","112.4","112.6","111.2","108.8","110.4","113.7","112.2","111.4","109.6","109.5","108.5","109.4","106.8","101.9","99.9","100.9","100.1","96.4","97.6","98.3","100.4","100.7","102.6","98.7","98.4","96.7","93.1","97.8","99.5","101.9","101.4","105.2","97.7","79.0","71.2","78.1","82.4","84.8","88.8","80.0","92.3","98.8","90.5","95.0","97.2","100.4","102.3","105.5","110.9","103.4","102.7","104.1","107.3","108.2","104.2","104.9","103.4","103.6","104.3","103.1","96.6","85.7","88.5","91.3","88.6","86.2","89.7","90.4","89.8","91.7","94.9","97.9","100.7","103.4","103.2","99.7","98.0","97.1","99.5","101.5","101.7","100.5","100.6","98.2","100.7","103.6","100.6","99.8","101.6","100.6","87.9","91.0","95.0","93.2","93.6","101.7","108.6","110.7","111.2","110.0","109.6"
